epoch,accuracy,loss,val_accuracy,val_loss
0,0.16374999284744263,2.2063138484954834,0.2552083432674408,2.154660224914551
1,0.2462500035762787,2.054408073425293,0.265625,1.9882551431655884
2,0.2762500047683716,1.9735405445098877,0.265625,1.9687447547912598
3,0.30250000953674316,1.8775416612625122,0.296875,1.7935603857040405
4,0.32624998688697815,1.709407091140747,0.3802083432674408,1.6615787744522095
5,0.4099999964237213,1.5418697595596313,0.390625,1.5772455930709839
6,0.45875000953674316,1.4599894285202026,0.453125,1.5126761198043823
7,0.4749999940395355,1.3864445686340332,0.5,1.3442033529281616
8,0.5237500071525574,1.2451486587524414,0.546875,1.3300104141235352
9,0.5774999856948853,1.135007619857788,0.59375,1.1839028596878052
10,0.6287500262260437,1.0176798105239868,0.6354166865348816,1.1067605018615723
11,0.7024999856948853,0.883648157119751,0.6927083134651184,0.9298576712608337
12,0.7337499856948853,0.7938758134841919,0.6875,1.0422163009643555
13,0.7262499928474426,0.8140214681625366,0.7291666865348816,0.9537436962127686
14,0.800000011920929,0.6214478611946106,0.7291666865348816,0.8898749947547913
15,0.8012499809265137,0.5934451818466187,0.75,0.8333084583282471
16,0.8324999809265137,0.5201925039291382,0.7864583134651184,0.7015306353569031
17,0.8500000238418579,0.4503539204597473,0.7708333134651184,0.8202809691429138
18,0.8687499761581421,0.4254035949707031,0.7760416865348816,0.7551611065864563
19,0.8837500214576721,0.37673935294151306,0.796875,0.776239812374115
20,0.8812500238418579,0.41375717520713806,0.8125,0.6989493370056152
21,0.9200000166893005,0.3164817690849304,0.8645833134651184,0.5540105700492859
22,0.9200000166893005,0.31924641132354736,0.8333333134651184,0.6680353283882141
23,0.9162499904632568,0.3023105263710022,0.8385416865348816,0.6758232712745667
24,0.9275000095367432,0.28361812233924866,0.875,0.5510600805282593
25,0.9587500095367432,0.2134353071451187,0.8333333134651184,0.6073266863822937
26,0.9162499904632568,0.32002776861190796,0.765625,0.9161762595176697
27,0.8799999952316284,0.4471811354160309,0.8645833134651184,0.5902888774871826
28,0.9412500262260437,0.2559567987918854,0.8697916865348816,0.5319398045539856
29,0.9524999856948853,0.22137881815433502,0.875,0.538402259349823
